Nodo, n11 [V], 10.0
Nodo, n21 [V], 9.558058261758402
Nodo, n31 [V], 9.116116523516805
Nodo, n33 [V], 7.758883476483162
Nodo, n34 [V], 7.575825214724754
Nodo, n35 [V], 7.392766952966346
Nodo, n37 [V], 2.7588834764831693
Nodo, n38 [V], 2.575825214724763
Nodo, n39 [V], 2.3927669529663564
Nodo, n41 [V], 8.674174785275207
Nodo, n43 [V], 7.941941738241571
Nodo, n45 [V], 7.209708691207938
Nodo, n47 [V], 2.9419417382415767
Nodo, n49 [V], 2.2097086912079495
Nodo, n51 [V], 8.491116523516798
Nodo, n52 [V], 8.308058261758388
Nodo, n53 [V], 8.124999999999979
Nodo, n55 [V], 6.767766952966346
Nodo, n57 [V], 3.3838834764831662
Nodo, n59 [V], 1.7677669529663598
Nodo, n65 [V], 6.325825214724753
Nodo, n67 [V], 3.8258252147247562
Nodo, n69 [V], 1.3258252147247696
Nodo, n75 [V], 5.88388347648316
Nodo, n77 [V], 4.267766952966347
Nodo, n79 [V], 0.8838834764831797
Nodo, n85 [V], 5.441941738241567
Nodo, n87 [V], 4.709708691207937
Nodo, n89 [V], 0.44194173824158983
Nodo, n95 [V], 5.25888347648316
Nodo, n96 [V], 5.075825214724752
Nodo, n97 [V], 4.892766952966344
Nodo, n99 [V], 0.0
